,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BEGIN CH1_DATA,"LNA, H1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H1",,,,,,,,,BEGIN CH1_DATA,"LNA, H2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H2",,,,,,,,,BEGIN CH1_DATA,"LNA, V1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V1",,,,,,,,,BEGIN CH1_DATA,"LNA, V2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V2",,,,,,,,,,,,,,,,
18.58375,18583750000,-15.222264,81.292465,-50.548378,-63.549099,28.785219,136.14403,-47.172096,4.0270476,,18583750000,-13.01552,128.83401,-55.036541,-33.904461,64.296616,-70.965744,-19.243073,57.915417,,18583750000,-20.905054,55.16082,-52.871071,-51.996132,29.592722,79.131653,-26.087095,82.925629,,18583750000,-10.080856,124.26122,-49.410339,-43.279812,63.91959,-99.694817,-12.690352,-0.93649215,,18583750000,-16.873692,-121.07322,-58.376362,-43.225475,30.556875,152.92949,-29.727736,-55.941631,,18583750000,-18.416739,-86.806419,-60.453064,-12.862915,63.85614,92.445671,-17.529778,113.66101,,18583750000,-21.308699,-85.473381,-51.029572,-52.923134,31.855078,149.28467,-24.176079,122.58027,,18583750000,-13.944102,152.04794,-52.826916,-33.317638,66.297997,-115.66337,-17.993011,-23.503191,,68.5,,,,,,,
18.591875,18591875000,-15.102355,65.890381,-48.509476,112.61041,28.80031,118.13489,-44.846603,-21.126982,,18591875000,-13.727332,23.862301,-55.278252,156.28819,64.297905,-93.497612,-11.569736,158.91736,,18591875000,-20.113031,43.229568,-62.159973,162.29311,29.61097,62.929539,-25.634983,74.075714,,18591875000,-17.042376,-40.99913,-53.657753,136.95355,64.015907,-121.00819,-11.357693,106.40772,,18591875000,-15.566529,-140.65382,-58.996773,-176.51047,30.509439,135.0051,-31.401712,-72.768791,,18591875000,-13.912677,-166.30339,-58.57032,169.63136,63.812969,69.674255,-19.522253,33.097404,,18591875000,-20.890667,-113.41379,-54.849823,158.77867,31.873459,132.19212,-23.296766,109.25008,,18591875000,-7.7848396,-83.955177,-49.888844,154.01054,66.534393,-137.23862,-5.675859,112.38223,,68.5,,,,,,,
18.6,18600000000,-15.600327,59.516998,-59.142117,-62.258362,28.680353,102.68855,-39.767548,156.72414,,18600000000,-14.013166,53.32214,-64.601974,-113.7789,64.236717,-115.37956,-20.99859,174.98878,,18600000000,-19.080006,25.292582,-55.437283,-31.071747,29.619623,47.162399,-24.296032,73.721619,,18600000000,-21.082169,60.596127,-58.457981,47.70277,63.923096,-143.13896,-19.481081,38.475075,,18600000000,-18.611998,171.85306,-53.342007,43.87928,30.262142,123.64603,-29.853357,-105.43057,,18600000000,-26.087955,-139.7413,-56.531139,33.419022,63.738331,52.946445,-13.662897,128.79243,,18600000000,-21.999838,-125.93783,-62.772709,28.464302,31.85755,115.65408,-23.238405,107.77363,,18600000000,-21.446592,-129.63708,-77.5774,97.827637,66.363464,-159.58096,-19.197752,106.91679,,68.5,,,,,,,
18.608125,18608125000,-14.130081,39.177879,-55.681171,168.38078,28.925003,84.479111,-37.940281,161.59364,,18608125000,-14.224751,45.57523,-60.466469,0.40910402,64.380096,-138.97037,-27.968256,163.99289,,18608125000,-18.452564,14.073978,-62.476746,-100.7491,29.680235,30.884583,-24.603954,64.353317,,18608125000,-17.726109,1.2028936,-56.677849,-179.89642,63.979324,-165.29308,-15.833356,83.197845,,18608125000,-18.161266,174.44426,-51.84486,119.61732,30.678261,104.07703,-29.95639,-117.79636,,18608125000,-20.511255,166.36684,-55.691486,77.766716,63.921249,28.805115,-16.733311,125.43324,,18608125000,-21.66992,-152.03946,-71.130501,96.208389,31.909687,98.526466,-22.961554,99.593773,,18608125000,-22.555769,-144.75771,-67.269669,-109.79471,66.397774,177.76102,-14.310529,103.9488,,68.5,,,,,,,
18.61625,18616250000,-14.160721,21.694984,-60.728523,-147.79131,28.941889,66.997398,-34.889114,156.38141,,18616250000,-16.709728,33.013515,-59.738785,1.7884797,64.438118,-162.2002,-25.173203,66.173088,,18616250000,-18.467968,0.39076406,-54.097542,-157.19034,29.683746,14.906424,-24.270836,55.951591,,18616250000,-15.139096,6.5542502,-60.048756,-133.33415,63.950123,172.76753,-20.057858,96.993156,,18616250000,-17.263601,157.37888,-62.376488,15.610611,30.674656,86.71566,-28.415331,-135.14296,,18616250000,-17.882561,166.81909,-69.429581,-65.783966,63.939415,6.9380908,-15.064793,71.255455,,18616250000,-21.053841,-176.76086,-66.911476,126.00883,31.927055,81.594879,-23.093153,92.629288,,18616250000,-20.095034,-124.1412,-58.946033,161.77939,66.425064,155.31195,-17.681248,84.043228,,68.5,,,,,,,
18.624375,18624375000,-14.17437,7.216229,-56.193676,134.01184,29.028799,49.470154,-35.307804,150.50154,,18624375000,-11.564063,23.198679,-60.755768,-68.147774,64.471016,174.87062,-26.483858,122.25615,,18624375000,-18.279974,-13.967438,-52.259285,-70.92057,29.756912,-1.2403949,-23.513021,52.71455,,18624375000,-11.908947,-3.8365669,-56.984715,-100.04703,63.945427,150.76639,-20.822548,148.45103,,18624375000,-16.517298,142.07675,-56.094337,-158.09615,30.719524,69.613907,-28.643721,-150.07945,,18624375000,-16.56012,-172.43506,-57.987263,-43.418785,63.993168,-14.412494,-12.912734,96.751961,,18624375000,-19.960114,159.67293,-63.124901,100.53699,31.961494,64.638153,-23.135857,83.147545,,18624375000,-23.786188,169.20259,-71.231636,-117.91998,66.469482,132.96579,-15.837278,112.0228,,68.5,,,,,,,
18.6325,18632500000,-14.489213,-10.089329,-55.767284,-177.45319,29.022717,32.10387,-33.564949,130.15668,,18632500000,-27.411467,-85.725128,-56.006966,102.78634,64.497444,151.34029,-20.623751,13.877364,,18632500000,-18.625616,-27.051186,-55.146805,-98.527863,29.730444,-17.172386,-23.393076,39.599167,,18632500000,-12.551493,-12.913558,-59.203598,-57.612122,63.915131,129.1089,-20.630074,152.6124,,18632500000,-15.496138,127.19266,-49.089725,-170.64854,30.677608,52.790718,-29.977114,-158.32564,,18632500000,-11.19151,153.20686,-57.16209,-71.776825,63.958767,-36.625187,-13.96851,36.571499,,18632500000,-19.25584,142.82318,-57.785007,-90.830788,31.961235,47.700233,-22.426619,74.839752,,18632500000,-13.129134,16.227236,-53.951363,-40.949684,66.38044,111.21287,-11.010792,166.71893,,68.5,,,,,,,
18.640625,18640625000,-14.516647,-27.586239,-56.265076,-7.2682257,29.058409,14.781598,-31.440073,127.02757,,18640625000,-10.035888,5.2936411,-55.634155,4.5851927,64.450829,129.60349,-14.607587,-150.15964,,18640625000,-18.080696,-43.988209,-59.867409,48.466778,29.75297,-33.150257,-23.808844,38.993721,,18640625000,-10.979107,-27.18327,-55.87788,-26.507284,63.994877,107.43208,-14.991914,149.91978,,18640625000,-15.590292,107.87143,-51.972759,18.436556,30.676449,36.163849,-26.519051,-175.60245,,18640625000,-12.717848,145.01289,-57.44952,-16.185286,63.95245,-58.125717,-13.086871,45.660145,,18640625000,-18.440218,124.45504,-70.000404,36.312443,31.950974,30.946842,-22.678225,69.7892,,18640625000,-10.094943,3.3255172,-50.898373,-3.6714475,66.493233,89.261108,-7.535192,158.75168,,68.5,,,,,,,
18.64875,18648750000,-14.875764,-42.538616,-63.873882,-161.87053,29.112387,-2.5790966,-32.508312,121.73172,,18648750000,-14.741048,-86.002617,-55.023884,-140.89856,64.579224,105.88647,-19.042063,56.211708,,18648750000,-18.288525,-57.067421,-57.040165,-157.0804,29.802906,-49.178471,-24.309736,28.326946,,18648750000,-15.136897,-124.0322,-52.764004,-132.04832,64.000389,84.468613,-11.190234,42.604523,,18648750000,-14.792409,94.016739,-53.162567,-128.49663,30.726593,19.46673,-27.585335,178.44882,,18648750000,-13.273636,37.721382,-51.871506,-176.2813,64.026497,-78.318825,-11.549688,153.95288,,18648750000,-17.232225,106.52273,-50.134026,-130.99133,31.999941,13.990232,-23.213568,54.293953,,18648750000,-8.0882235,110.08813,-51.459911,165.12723,66.35173,65.149925,-11.599874,-37.445461,,68.5,,,,,,,
18.656875,18656875000,-15.065827,-59.293243,-62.302013,155.38605,29.135489,-19.744478,-31.806641,112.26244,,18656875000,-15.280305,-67.326408,-57.984753,-132.3333,64.592644,83.407784,-23.541592,98.437744,,18656875000,-18.391344,-73.405228,-58.795689,131.99399,29.804514,-64.900063,-24.078442,24.607048,,18656875000,-19.269365,-76.37973,-64.094963,-161.23073,63.976826,63.266289,-20.974733,19.658201,,18656875000,-14.414509,76.689575,-61.305786,171.82977,30.749605,2.7355504,-25.737989,166.89012,,18656875000,-14.725636,80.00589,-66.771942,50.639164,63.987621,-100.27976,-16.27803,54.184071,,18656875000,-16.801716,87.887428,-61.338314,131.51401,31.999578,-2.6604075,-23.097248,51.104263,,18656875000,-14.263426,95.597511,-55.549004,-172.72467,66.485367,43.043011,-23.735765,-54.179668,,68.5,,,,,,,
18.665,18665000000,-15.598741,-76.715523,-52.451576,93.343033,29.199789,-37.341042,-32.168713,108.49419,,18665000000,-13.550936,-75.26561,-61.56583,-107.08008,64.636215,60.425953,-19.678703,121.87035,,18665000000,-18.895607,-91.539429,-56.613056,49.46516,29.85903,-81.097282,-24.744635,16.813614,,18665000000,-22.921234,-125.30806,-56.903297,113.24268,64.002777,41.133652,-35.229176,-42.584492,,18665000000,-14.112971,61.994308,-61.032017,54.432632,30.765036,-14.349456,-26.079081,159.35916,,18665000000,-14.830325,49.175655,-60.779865,99.028923,64.015106,-121.79903,-15.089525,81.927391,,18665000000,-16.21283,73.993195,-56.37674,-98.112984,32.025352,-19.708595,-23.39496,43.647602,,18665000000,-15.62831,102.49998,-58.459282,-179.42505,66.549217,20.295523,-15.966573,85.575554,,68.5,,,,,,,
18.673125,18673125000,-15.852809,-95.609695,-54.847847,24.532816,29.212467,-54.549004,-32.548866,85.785751,,18673125000,-24.868053,-6.3767776,-54.965263,74.216324,64.596848,37.537376,-15.424891,-153.03397,,18673125000,-19.287485,-111.19408,-61.007942,-50.966015,29.858816,-96.919594,-24.719835,6.2328615,,18673125000,-27.511177,-73.484612,-60.982861,79.196983,63.97916,19.517927,-28.247515,176.55266,,18673125000,-14.049643,47.861412,-56.766113,-68.67318,30.765823,-30.91758,-26.419712,153.34338,,18673125000,-10.642072,31.408291,-57.3605,-167.36597,63.993824,-142.85278,-16.770779,99.874275,,18673125000,-15.632146,58.277641,-69.503387,147.27605,32.025032,-36.398232,-24.238672,33.184433,,18673125000,-13.901398,7.3194075,-56.901257,2.9466093,66.556145,-1.7445511,-11.957859,107.30882,,68.5,,,,,,,
18.68125,18681250000,-16.384851,-118.25507,-63.006729,-17.340597,29.253157,-72.001617,-34.599609,63.935406,,18681250000,-16.60849,-144.81183,-64.303658,-167.38011,64.678688,14.510503,-31.335449,-147.25533,,18681250000,-19.260683,-131.18303,-55.840061,69.48967,29.885824,-113.01736,-25.095057,0.95024765,,18681250000,-19.949915,6.3752885,-55.336704,100.80994,63.996643,-1.9448102,-19.362267,161.3376,,18681250000,-13.897974,35.154037,-57.706512,-148.07227,30.790949,-47.627537,-26.733112,148.32338,,18681250000,-14.638946,53.059834,-64.783958,23.532829,64.042831,-164.82169,-15.090919,25.811579,,18681250000,-15.466986,44.892464,-64.213676,-17.126131,32.029732,-53.156281,-24.102922,23.460402,,18681250000,-8.6503086,60.088097,-57.036774,165.86269,66.451515,-24.413776,-19.798807,-173.1902,,68.5,,,,,,,
18.689375,18689375000,-16.55871,-138.83505,-55.896572,-80.377205,29.28368,-89.340134,-36.285767,34.090965,,18689375000,-7.5921001,-167.776,-51.453705,-80.638504,64.731361,-9.3730783,-12.994928,7.4970632,,18689375000,-19.840046,-149.76512,-48.819492,-95.124817,29.895439,-128.96805,-26.423725,-14.628865,,18689375000,-10.077868,-162.62694,-53.768036,-51.500084,64.070152,-24.900537,-13.39646,27.351395,,18689375000,-14.371604,21.309204,-51.079948,-40.219536,30.818495,-64.367737,-27.75824,142.64894,,18689375000,-7.5588598,20.138363,-53.443264,-60.99017,64.062187,174.88577,-19.153681,163.08368,,18689375000,-15.340553,31.28927,-57.407284,-54.904369,32.05854,-70.034996,-24.850933,7.093545,,18689375000,-16.638428,85.463196,-59.364891,-62.239677,66.564056,-47.555489,-17.681318,25.7792,,68.5,,,,,,,
18.6975,18697500000,-16.551544,-158.06035,-55.799332,179.43117,29.348438,-106.79052,-36.823795,40.341522,,18697500000,-14.432061,-119.03778,-58.259239,71.004623,64.810402,-31.328163,-16.24494,113.1452,,18697500000,-19.037399,-170.02751,-65.957016,76.3741,29.937044,-144.99127,-26.807846,-12.236247,,18697500000,-27.858263,45.460144,-55.584827,174.65926,64.092949,-45.8522,-20.513813,154.51758,,18697500000,-14.119847,7.103158,-51.875141,-146.63289,30.875742,-80.926178,-25.552341,138.35237,,18697500000,-13.107632,-33.696896,-55.699425,-137.89427,64.193077,152.65367,-12.282583,63.620209,,18697500000,-15.299817,16.246136,-65.850037,80.761978,32.087521,-86.726616,-25.368204,2.1641259,,18697500000,-10.526467,8.9738388,-59.051571,174.49367,66.677452,-69.324867,-14.3938,111.39764,,68.5,,,,,,,
18.705625,18705625000,-16.376471,179.81976,-53.052963,16.075743,29.372061,-124.11053,-37.295834,-8.363822,,18705625000,-13.036897,-170.40382,-57.577667,4.159955,64.81797,-54.444782,-22.884087,118.35606,,18705625000,-18.735214,168.72112,-53.335766,-12.663262,29.939743,-160.7462,-27.678171,-28.802433,,18705625000,-12.140535,167.21994,-52.251556,-23.07399,64.110687,-68.29493,-14.979918,35.072952,,18705625000,-14.548634,-6.9665098,-56.811024,-37.240185,30.897909,-97.536606,-26.307467,130.91136,,18705625000,-10.667888,12.60197,-52.511826,14.804761,64.126663,131.75308,-28.544868,-40.024742,,18705625000,-15.495776,2.8676846,-56.031258,-40.141739,32.121548,-103.60448,-26.07387,-11.305964,,18705625000,-28.023973,104.70708,-52.090508,9.7777767,66.628044,-92.344856,-13.256516,33.444786,,68.5,,,,,,,
18.71375,18713750000,-16.21244,159.59052,-55.456951,162.54114,29.407288,-141.64436,-41.495983,-41.480179,,18713750000,-25.193972,-132.16357,-50.967995,120.95906,64.847336,-76.982208,-11.550119,159.74857,,18713750000,-18.416456,149.79404,-52.578869,104.87712,29.989481,-176.91003,-30.006826,-28.744692,,18713750000,-21.532648,125.99133,-58.696228,-176.15927,64.151604,-90.188492,-27.86137,63.36898,,18713750000,-14.802279,-21.372789,-50.997684,89.008224,30.94939,-114.47255,-25.618296,126.23568,,18713750000,-20.000341,-22.966658,-54.907906,136.68011,64.206329,109.66481,-12.967448,21.909489,,18713750000,-15.336157,-12.073694,-51.332047,155.38686,32.15752,-120.53515,-28.048567,-23.248835,,18713750000,-12.991828,-38.980305,-54.738911,113.1022,66.694252,-114.36111,-9.791625,104.21461,,68.5,,,,,,,
18.721875,18721875000,-15.723347,136.87263,-77.686089,99.311295,29.437048,-158.9617,-36.932076,-84.355247,,18721875000,-16.859978,172.09462,-56.810551,71.832298,64.914009,-100.40167,-14.182173,102.43894,,18721875000,-17.856827,130.46455,-58.228867,99.134521,29.995983,167.10295,-31.108,-45.43729,,18721875000,-31.002451,-67.221458,-51.306358,134.16982,64.197868,-111.7996,-12.074798,108.24801,,18721875000,-15.410706,-34.884296,-59.146385,152.83051,30.983601,-131.26607,-25.826717,126.48421,,18721875000,-14.402236,-38.129295,-67.31633,-77.868553,64.226799,88.504257,-19.252842,48.47707,,18721875000,-15.819997,-24.964399,-69.102768,74.322784,32.186241,-137.46501,-28.250343,-39.85862,,18721875000,-18.281744,-94.988815,-52.969933,51.996208,66.717621,-137.46455,-9.3284817,38.090496,,68.5,,,,,,,
18.73,18730000000,-15.068064,118.2509,-54.319046,155.7173,29.447515,-176.17993,-36.858974,-103.18446,,18730000000,-18.783094,142.53548,-58.195034,106.6097,64.889977,-123.33986,-19.236685,92.059166,,18730000000,-17.121075,112.37898,-59.983604,-84.229965,30.001413,151.33829,-33.903606,-62.873722,,18730000000,-15.675806,87.428596,-58.463577,-119.08521,64.164223,-133.87413,-22.73753,111.25602,,18730000000,-16.447849,-50.836376,-52.923439,112.51376,31.000467,-147.93427,-26.65283,116.75345,,18730000000,-18.36709,-82.50705,-57.558681,-167.41727,64.235237,66.992226,-15.214504,2.8576486,,18730000000,-16.728485,-38.536465,-66.996437,36.284283,32.192207,-154.14838,-28.244974,-54.289211,,18730000000,-11.552277,-64.653481,-54.871758,144.04237,66.745865,-159.23758,-10.036026,70.599037,,68.5,,,,,,,
18.738125,18738125000,-14.394339,99.98233,-64.662224,-17.518705,29.49645,166.33307,-32.108982,-127.82698,,18738125000,-17.432116,109.17763,-62.196739,135.53317,64.938171,-146.53131,-18.741896,80.889198,,18738125000,-16.267912,98.674797,-53.054386,146.17384,30.031136,135.40619,-35.473969,-80.814049,,18738125000,-16.27927,121.48888,-61.063026,77.792137,64.189247,-156.15471,-20.043608,15.982224,,18738125000,-17.695463,-65.13768,-57.651901,151.51363,31.060074,-164.83696,-26.97426,121.00123,,18738125000,-17.509018,-112.56871,-56.10165,-139.27382,64.268745,45.596279,-16.014915,-5.0235596,,18738125000,-17.397257,-53.442337,-54.659824,-155.61357,32.25452,-171.1907,-29.688702,-79.491913,,18738125000,-19.55785,-132.72418,-55.522194,74.416351,66.699318,177.83737,-15.113785,14.622552,,68.5,,,,,,,
18.74625,18746250000,-13.911468,85.549072,-65.678291,29.489079,29.503756,149.08449,-30.232786,-138.92207,,18746250000,-11.647363,85.390282,-61.814354,-25.859549,64.913498,-169.28452,-25.648878,-167.55489,,18746250000,-16.132093,83.029732,-52.978699,-72.335693,30.029888,119.40832,-37.973911,-120.19167,,18746250000,-14.588913,69.644791,-62.658657,-79.227814,64.197945,-177.97672,-26.889574,55.379299,,18746250000,-19.335089,-82.739304,-49.679653,-22.301407,31.071585,178.44803,-26.689463,122.63591,,18746250000,-17.052832,-106.7375,-62.236771,-99.610474,64.294594,24.161943,-16.997452,25.457155,,18746250000,-18.652117,-70.180069,-57.762943,-68.020241,32.268234,171.89514,-29.192551,-100.21527,,18746250000,-19.301601,-18.503084,-59.72184,-21.089043,66.682724,155.86757,-22.518532,93.82473,,68.5,,,,,,,
18.754375,18754375000,-13.506043,70.141327,-63.397358,112.92607,29.534563,131.84596,-29.117367,-151.35515,,18754375000,-12.746001,75.621689,-69.826164,35.544197,64.928238,167.73351,-34.419186,-124.87127,,18754375000,-15.237267,69.541008,-56.164658,55.08123,30.060804,103.65619,-37.53672,-155.65717,,18754375000,-13.334779,40.326416,-57.633808,-79.62529,64.235039,160.26115,-23.454306,93.063606,,18754375000,-20.603891,-103.85107,-66.619041,117.09441,31.125622,161.59018,-26.707407,114.45734,,18754375000,-14.672963,-2.0260916,-51.6054,110.15826,64.254364,2.9976897,-18.930246,-89.403671,,18754375000,-20.105328,-90.708702,-64.342545,-8.1351843,32.295643,155.02512,-29.233246,-114.36904,,18754375000,-14.136063,-138.2079,-57.244564,148.05589,66.737396,133.155,-15.022351,51.764023,,68.5,,,,,,,
18.7625,18762500000,-13.249167,53.749481,-61.125145,117.32404,29.533575,114.65828,-27.954287,-162.26833,,18762500000,-10.708911,48.258595,-59.50584,-11.386219,64.915855,144.94429,-22.470255,-153.53893,,18762500000,-15.112616,55.006039,-64.292442,124.71061,30.050694,87.8787,-35.562275,159.79791,,18762500000,-10.547994,86.007919,-52.249538,82.222542,64.158379,137.79283,-11.952187,-10.04225,,18762500000,-21.791412,-122.81165,-59.825638,75.954643,31.134644,144.82645,-26.732521,112.42144,,18762500000,-17.804213,-137.82231,-61.803543,-39.069397,64.34967,-18.949215,-13.768784,21.328396,,18762500000,-21.437647,-110.92108,-54.225323,66.699203,32.304909,138.04811,-28.757721,-129.73926,,18762500000,-22.93082,46.608852,-55.530899,52.705406,66.66449,110.81963,-17.346008,-27.484068,,68.5,,,,,,,
18.770625,18770625000,-12.940313,38.124485,-52.376877,-46.537289,29.595486,97.556717,-25.159451,-179.54561,,18770625000,-12.305277,49.515347,-61.890614,103.47197,64.950386,122.37318,-29.625624,-108.22802,,18770625000,-14.868405,41.595287,-59.151463,-53.411713,30.093805,72.003517,-31.261171,144.50966,,18770625000,-16.871418,21.419567,-56.584679,-93.521019,64.278496,116.36573,-14.368816,101.19453,,18770625000,-23.801645,-152.97008,-60.563244,-54.11261,31.21274,128.14827,-26.087481,115.54489,,18770625000,-16.595659,-166.48619,-55.012337,-24.870832,64.410423,-40.641968,-9.3153887,32.161213,,18770625000,-22.276617,-136.61433,-52.729897,-116.75315,32.343288,121.23554,-27.183662,-162.19221,,18770625000,-13.089087,-111.75609,-52.094784,-77.462662,66.835381,88.665771,-8.5154276,111.73383,,68.5,,,,,,,
18.77875,18778750000,-12.694163,24.608442,-59.898132,14.719309,29.606327,80.483803,-25.015167,173.69704,,18778750000,-13.304721,21.669724,-60.446957,-134.31784,65.028992,99.520782,-16.444193,94.892868,,18778750000,-14.635751,28.825623,-58.966866,-73.397881,30.096926,56.415306,-29.658039,129.87534,,18778750000,-16.612043,33.191063,-55.794041,-178.22871,64.245216,94.514656,-12.723975,12.717109,,18778750000,-24.830353,171.34837,-56.72298,91.466362,31.214964,111.29707,-26.521584,109.55202,,18778750000,-28.231436,-149.45441,-57.219101,92.554634,64.396706,-61.646824,-14.435534,65.036232,,18778750000,-24.303371,-167.0598,-59.461411,18.816746,32.357697,104.26633,-26.135695,-168.2316,,18778750000,-20.199051,173.96497,-57.444164,158.1214,66.733757,65.764084,-14.298699,4.1809344,,68.5,,,,,,,
18.786875,18786875000,-12.591377,10.370725,-50.848663,-18.750088,29.647362,63.251003,-24.20673,161.44499,,18786875000,-8.9120722,5.9107695,-51.990269,-40.392246,65.037926,77.093422,-13.51925,116.38776,,18786875000,-14.491047,15.55016,-55.738541,7.8084865,30.135839,40.582581,-27.528994,117.97961,,18786875000,-10.038116,24.47604,-50.938408,4.7749043,64.247208,73.09996,-16.573036,115.26491,,18786875000,-24.15115,134.75647,-63.483337,89.120445,31.242386,94.404701,-25.602133,109.13245,,18786875000,-21.643492,-164.26906,-56.248089,4.9492116,64.408867,-83.514679,-12.633447,-3.3686578,,18786875000,-23.939564,156.02838,-51.047466,-1.0889211,32.358864,87.437996,-25.06481,174.35011,,18786875000,-24.477064,1.4800653,-54.180954,-11.153221,66.726524,43.671169,-15.340737,87.094978,,68.5,,,,,,,
